Date,Salesperson,Customer Name,Car Make,Car Model,Car Type,Car Year,Sale Price,Commission Rate,Commission Earned
2022-11-26,Roberto Rose,Amanda Hudson,Nissan,Corolla,MiniVan,2010,22035,0.117073992,2579.73
2023-04-04,Roberto Rose,Meghan Knight,Toyota,Altima,Hatchback,2021,20180,0.125624669,2535.11
2022-07-01,Eric Lopez,Jillian Guerrero,Ford,Civic,SUV,2020,34235,0.062778526,2149.22
2022-09-21,Eric Lopez,Amy Pena,Toyota,Altima,Sedan,2014,30552,0.081891343,2501.94
2022-11-02,Monica Moore MD,Shaun Smith,Honda,Altima,MiniVan,2013,23457,0.082451116,1934.06
2023-03-24,Ashley Brown,Jamie Sanchez,Honda,Civic,Convertible,2020,36005,0.082847433,2982.92
2022-09-06,Monica Moore MD,Donna Douglas,Nissan,Corolla,Hatchback,2022,19198,0.119154242,2287.52
2023-02-09,Scott Parker,Candace Lynch,Ford,F-150,Hatchback,2022,35807,0.059867126,2143.66
2022-11-16,Patrick Harris,Franklin Rose,Nissan,Civic,Convertible,2017,30017,0.13540191,4064.36
2022-05-09,Scott Parker,Lori Taylor,Toyota,F-150,Convertible,2012,15485,0.117738329,1823.18
2022-05-26,Norma Watkins,Karen Castro,Nissan,F-150,Convertible,2022,29110,0.11956141,3480.43
2023-03-10,Ashley Brown,Jonathan Smith,Honda,F-150,Hatchback,2011,42254,0.105174154,4444.03
2022-09-30,Roberto Rose,Mrs. Leslie Gillespie,Honda,Silverado,SUV,2022,49126,0.115600528,5678.99
2023-02-27,Ashley Ramos,Jennifer Calhoun,Chevrolet,Altima,Sedan,2012,31006,0.130213434,4037.4
2022-08-30,Norma Watkins,Kristen Hill,Ford,Altima,MiniVan,2015,45891,0.073145387,3356.71
2023-03-14,Terry Perkins MD,Christopher Bright,Honda,Silverado,Hatchback,2017,46578,0.093957892,4376.37
2022-05-18,Roberto Rose,Robert Lawson,Honda,Silverado,SUV,2020,45620,0.126412246,5766.93
2023-04-01,Terry Perkins MD,Sandra Foster,Honda,Corolla,MiniVan,2016,12677,0.104346059,1322.79
2022-11-16,Eric Lopez,Virginia Bell,Nissan,Corolla,Sedan,2015,35064,0.102847767,3606.25
2022-08-14,Scott Parker,Amy Duke,Toyota,F-150,Hatchback,2012,22076,0.075448506,1665.6
2022-06-19,Norma Watkins,Michael Russell,Chevrolet,Corolla,MiniVan,2022,12610,0.103943545,1310.73
2023-01-07,Ashley Ramos,William Jordan,Ford,Silverado,Hatchback,2012,37022,0.059928213,2218.66
2023-04-07,Patrick Harris,Dr. Sarah Soto,Nissan,Civic,Sedan,2022,26579,0.11317235,3008.01
2023-03-05,Patrick Harris,Laura Branch,Chevrolet,F-150,MiniVan,2018,15565,0.108133648,1683.1
2022-08-05,Norma Watkins,Rebecca Ward,Honda,Altima,SUV,2016,46251,0.149037821,6893.15
2023-04-05,Scott Parker,Kathryn Thompson,Chevrolet,Civic,Sedan,2013,42881,0.092944266,3985.54
2022-12-01,Ashley Ramos,Linda Hernandez,Ford,Altima,Convertible,2013,25602,0.116572282,2984.48
2022-12-26,Norma Watkins,Nicholas Maynard,Chevrolet,F-150,SUV,2015,45887,0.132027919,6058.37
2022-10-21,Scott Parker,Elijah Wilson,Ford,F-150,Convertible,2018,48614,0.059346613,2885.08
2022-05-19,Monica Moore MD,Sabrina Brown,Toyota,Corolla,Hatchback,2015,43080,0.062724324,2702.16
2022-12-06,Scott Parker,Frances Sanchez,Ford,Civic,Sedan,2019,43334,0.11276608,4886.61
2022-07-19,Terry Perkins MD,Nathan Gutierrez,Ford,Silverado,SUV,2016,15943,0.065267845,1040.57
2022-11-26,Ashley Brown,Randy Lopez,Toyota,Altima,Convertible,2012,13150,0.117927197,1550.74
2022-09-05,Eric Lopez,Karen Mendez,Chevrolet,F-150,Sedan,2019,27320,0.1379331,3768.33
2022-06-10,Terry Perkins MD,Jacqueline Brady,Toyota,F-150,MiniVan,2017,42392,0.078463601,3326.23
2022-09-25,Terry Perkins MD,John Martin,Toyota,Altima,SUV,2021,28229,0.13234552,3735.98
2023-03-02,Roberto Rose,Brandi Brown,Toyota,Civic,SUV,2013,37817,0.099711595,3770.79
2022-06-22,Roberto Rose,Scott Coleman,Toyota,F-150,SUV,2018,28471,0.069524251,1979.42
2023-01-12,Norma Watkins,Michael Daniels,Toyota,F-150,Convertible,2015,26086,0.101154414,2638.71
2022-08-10,Terry Perkins MD,Kimberly Medina,Ford,Civic,SUV,2021,36057,0.086126829,3105.48
2022-05-19,Ashley Ramos,Christine Kelly,Ford,Silverado,Sedan,2011,20165,0.081020867,1633.79
2023-01-26,Roberto Rose,Timothy Castillo,Chevrolet,Corolla,Sedan,2010,32716,0.073386148,2400.9
2023-02-12,Ashley Ramos,Jesse Johns,Nissan,Civic,Convertible,2022,47532,0.097432162,4631.15
2023-04-09,Ashley Ramos,Brian Fields,Nissan,Silverado,Sedan,2011,11307,0.069351924,784.16
2022-11-18,Ashley Ramos,Christopher Owens,Toyota,Silverado,Sedan,2015,45314,0.052387821,2373.9
2022-10-23,Patrick Harris,Robert Mendez,Ford,Corolla,Convertible,2014,20646,0.133819693,2762.84
2023-01-08,Monica Moore MD,Larry Burke,Honda,F-150,Hatchback,2010,13467,0.071038587,956.68
2023-01-11,Scott Parker,Jenny Wilcox MD,Toyota,Altima,Sedan,2011,25247,0.142585626,3599.86
2022-08-26,Ashley Brown,Erica Olson,Honda,Corolla,MiniVan,2021,19417,0.074660693,1449.69
2023-01-23,Ashley Ramos,Ms. Jessica Edwards,Chevrolet,Silverado,Convertible,2010,48933,0.053266805,2606.5
2022-11-15,Ashley Ramos,Kevin Miller,Nissan,Altima,MiniVan,2012,17386,0.082033173,1426.23
2022-09-01,Monica Moore MD,Kelly Miles,Chevrolet,Civic,Sedan,2013,43380,0.091168108,3954.87
2022-06-05,Eric Lopez,Fred Stone,Ford,Civic,Convertible,2014,20941,0.144213164,3019.97
2023-03-19,Norma Watkins,Jennifer Smith,Chevrolet,F-150,Sedan,2013,28030,0.143329107,4017.51
2023-02-10,Eric Lopez,Amy Christensen,Toyota,Corolla,Convertible,2016,24421,0.143461351,3503.47
2022-11-09,Scott Parker,Stephanie Diaz,Ford,Corolla,Convertible,2011,20314,0.068013185,1381.62
2022-07-10,Monica Moore MD,Jose Howe,Nissan,F-150,SUV,2020,30469,0.125338595,3818.94
2022-07-15,Ashley Ramos,Arthur Hale,Honda,F-150,Sedan,2015,33653,0.094678861,3186.23
2023-01-05,Monica Moore MD,Samantha Kline,Nissan,Corolla,Convertible,2015,30112,0.06888189,2074.17
2022-12-01,Terry Perkins MD,Dr. Michael Austin,Ford,F-150,MiniVan,2018,32451,0.07564694,2454.82
2023-01-27,Monica Moore MD,Larry Francis,Nissan,Altima,Hatchback,2017,23198,0.109609546,2542.72
2022-11-26,Ashley Brown,Elizabeth Baker,Ford,F-150,Sedan,2018,34114,0.140609383,4796.75
2023-04-08,Ashley Ramos,Robert Thomas,Toyota,Altima,Hatchback,2013,15449,0.072763873,1124.13
2023-01-03,Ashley Brown,Michelle Johnson,Chevrolet,F-150,Hatchback,2012,41978,0.13257357,5565.17
2022-08-07,Ashley Brown,Jacqueline Bryant,Ford,F-150,Hatchback,2018,44210,0.078150932,3455.05
2023-02-13,Terry Perkins MD,Carlos Price,Toyota,F-150,SUV,2013,34831,0.057993354,2019.97
2023-02-27,Roberto Rose,James Torres,Ford,F-150,Sedan,2013,43016,0.109276714,4700.65
2022-07-24,Scott Parker,Jeffrey Gonzales,Chevrolet,Corolla,Convertible,2020,45800,0.07634085,3496.41
2023-03-24,Ashley Ramos,Alicia Holt,Chevrolet,Altima,SUV,2010,15964,0.10227378,1632.7
2022-12-25,Roberto Rose,James Ward,Nissan,F-150,Sedan,2020,46751,0.12977971,6067.33
2023-03-04,Patrick Harris,Robin Obrien,Nissan,Altima,Sedan,2013,28252,0.090647165,2560.96
2023-02-15,Monica Moore MD,Dustin Baldwin,Honda,Corolla,Convertible,2010,40260,0.11765792,4736.91
2022-07-01,Norma Watkins,Jeffrey Scott,Chevrolet,Corolla,Convertible,2010,33160,0.089938982,2982.38
2022-09-26,Ashley Brown,Tammy Hall,Chevrolet,Silverado,Convertible,2018,29388,0.070540192,2073.04
2023-03-26,Patrick Harris,Pamela Hernandez,Chevrolet,Civic,Hatchback,2020,19386,0.088301614,1711.82
2022-10-25,Norma Watkins,Philip Greer,Toyota,Corolla,Hatchback,2018,30511,0.131860464,4023.19
2022-09-11,Monica Moore MD,Billy Garcia,Nissan,F-150,SUV,2018,19309,0.08579906,1656.69
2022-10-27,Ashley Brown,Rebecca Baker,Chevrolet,Civic,Convertible,2011,16790,0.069679081,1169.91
2022-06-20,Scott Parker,Cory Moody,Ford,Altima,Hatchback,2012,44186,0.126453581,5587.48
2022-07-06,Norma Watkins,Ashley Roberts,Toyota,Altima,Hatchback,2020,41842,0.106483196,4455.47
2023-01-05,Patrick Harris,Diana Parks,Ford,Silverado,SUV,2021,43553,0.144332045,6286.09
2022-12-25,Patrick Harris,Clinton Stuart,Chevrolet,F-150,Hatchback,2011,34633,0.111640682,3866.45
2022-08-04,Roberto Rose,Alexandra Smith,Chevrolet,Civic,Convertible,2010,45061,0.127176597,5730.7
2022-12-31,Roberto Rose,Lisa Ayala,Ford,Corolla,Hatchback,2015,34955,0.103808026,3628.61
2022-11-08,Monica Moore MD,Mr. Brian Hoffman MD,Honda,Corolla,MiniVan,2018,21187,0.067530307,1430.76
2022-08-31,Monica Moore MD,Derek Moreno,Nissan,Corolla,Sedan,2017,49778,0.118765578,5911.91
2022-10-24,Scott Parker,Oscar Moon,Chevrolet,Civic,Convertible,2021,29007,0.052963593,1536.31
2022-08-04,Patrick Harris,Leslie Curry,Honda,Silverado,Sedan,2015,19434,0.086871115,1688.25
2022-08-26,Ashley Brown,Debra Hammond,Nissan,Corolla,Convertible,2013,28737,0.127287679,3657.87
2023-02-22,Monica Moore MD,Stephanie Whitaker,Chevrolet,Corolla,SUV,2015,13236,0.115040987,1522.68
2023-04-04,Patrick Harris,Dr. Robert Berger MD,Toyota,F-150,Convertible,2017,47034,0.078901633,3711.06
2022-09-01,Ashley Brown,Mary Morris,Ford,Civic,Convertible,2016,10783,0.110706643,1193.75
2022-06-03,Scott Parker,Randy Rogers,Nissan,Civic,Sedan,2020,47249,0.119207897,5632.45
2022-11-26,Ashley Brown,Monica Murphy,Chevrolet,Civic,MiniVan,2021,30332,0.093948496,2849.65
2022-05-29,Ashley Ramos,Ashley Berg,Ford,Altima,Convertible,2013,39190,0.104269271,4086.31
2022-06-30,Norma Watkins,Keith Woods,Ford,Civic,SUV,2021,10511,0.149011121,1566.26
2022-09-16,Ashley Brown,Diana Phillips,Toyota,Civic,Hatchback,2021,23367,0.146968422,3434.21
2023-02-17,Roberto Rose,Jordan Gonzalez,Nissan,F-150,Convertible,2021,29123,0.105313452,3067.04
2022-05-31,Ashley Brown,Rachel Torres,Ford,Corolla,MiniVan,2012,11066,0.13859053,1533.64
2023-02-08,Terry Perkins MD,Alicia Chavez,Nissan,Altima,Convertible,2017,27817,0.099931107,2779.78
2022-10-22,Ashley Ramos,Nicholas Larson,Honda,Silverado,MiniVan,2018,44484,0.080089363,3562.7
2023-03-23,Ashley Brown,William Bryan,Toyota,F-150,Sedan,2015,24098,0.071797809,1730.18
2022-11-19,Monica Moore MD,James Christian,Honda,F-150,Hatchback,2018,18020,0.07739639,1394.68
2022-10-25,Patrick Harris,Robin Sims,Chevrolet,Civic,MiniVan,2017,40999,0.139177988,5706.16
2023-02-28,Ashley Ramos,Brandon Miller,Chevrolet,Silverado,Convertible,2016,34348,0.112561325,3866.26
2023-01-21,Eric Lopez,Bradley Williams,Honda,Silverado,Hatchback,2019,38249,0.1340271,5126.4
2022-06-14,Patrick Harris,Jennifer Martin,Honda,F-150,SUV,2016,34349,0.057480208,1974.39
2022-12-10,Roberto Rose,Riley Davis,Nissan,Altima,Hatchback,2021,49056,0.086238063,4230.49
2023-02-16,Patrick Harris,George Pearson,Ford,Silverado,MiniVan,2021,20813,0.086829735,1807.19
2022-12-28,Norma Watkins,William Small,Ford,F-150,Hatchback,2022,48171,0.063692881,3068.15
2023-03-29,Ashley Brown,Samantha Ortega,Toyota,F-150,Convertible,2012,13206,0.067100791,886.13
2023-04-08,Patrick Harris,Austin Myers,Chevrolet,F-150,SUV,2022,30330,0.063437183,1924.05
2022-08-17,Roberto Rose,Ashley Rose,Ford,F-150,MiniVan,2020,47272,0.145210303,6864.38
2022-09-27,Patrick Harris,Monica Williams,Chevrolet,Silverado,Hatchback,2017,11086,0.101508135,1125.32
2022-09-25,Norma Watkins,Nicole Miller,Ford,Civic,Sedan,2021,47174,0.141133773,6657.84
2022-07-31,Eric Lopez,Christian Mcdonald DVM,Toyota,F-150,SUV,2016,36319,0.137720989,5001.89
2022-08-24,Scott Parker,Edwin Martin,Toyota,Altima,Hatchback,2019,42801,0.094382231,4039.65
2023-04-30,Monica Moore MD,Angela Wilson,Toyota,Corolla,Convertible,2021,46857,0.054289208,2543.83
2023-02-04,Eric Lopez,Luke Murray,Toyota,F-150,MiniVan,2019,27645,0.120208974,3323.18
2023-01-08,Ashley Ramos,Troy Montgomery,Ford,Altima,MiniVan,2011,16966,0.116640249,1978.92
2022-05-17,Scott Parker,William Newman,Nissan,Corolla,Sedan,2020,20458,0.068555822,1402.52
2023-02-08,Roberto Rose,Paul Barrera,Toyota,Silverado,MiniVan,2011,32832,0.129950807,4266.54
2022-11-26,Ashley Ramos,Sara Vasquez,Nissan,Silverado,Hatchback,2012,19671,0.143739114,2827.49
2022-11-08,Patrick Harris,Angela Anderson,Nissan,Silverado,Convertible,2022,19297,0.14055647,2712.32
2022-10-24,Scott Parker,Karen Trujillo,Honda,Corolla,Sedan,2017,42328,0.075974588,3215.85
2022-09-19,Norma Watkins,Kimberly Carroll,Toyota,Corolla,MiniVan,2020,27073,0.140503181,3803.84
2022-07-07,Patrick Harris,Alyssa Smith,Nissan,Civic,SUV,2012,42749,0.131690077,5629.62
2023-02-16,Monica Moore MD,Diana Mcbride,Toyota,Altima,Convertible,2010,24485,0.106097745,2597.8
2022-12-07,Norma Watkins,Melissa Gibson,Honda,F-150,Sedan,2013,15404,0.066602647,1025.95
2023-01-15,Roberto Rose,Jose Kline,Toyota,Civic,MiniVan,2011,31442,0.062589352,1967.93
2022-06-24,Roberto Rose,Jacqueline Mcdonald,Toyota,Civic,MiniVan,2012,47714,0.101727372,4853.82
2023-02-12,Scott Parker,Tyler Ford,Chevrolet,Silverado,MiniVan,2013,44835,0.067333511,3018.9
2022-06-18,Monica Moore MD,Rose Macdonald,Honda,Silverado,SUV,2011,46203,0.104270238,4817.6
2022-08-11,Patrick Harris,Charles Davis,Honda,Silverado,Hatchback,2021,15322,0.127233934,1949.48
2022-05-22,Ashley Brown,Tyler Chapman,Ford,Corolla,Sedan,2015,11593,0.094755607,1098.5
2023-02-18,Eric Lopez,Cameron Hays,Honda,F-150,SUV,2012,27085,0.136051805,3684.96
2023-01-19,Norma Watkins,Sally Roy,Honda,Civic,MiniVan,2021,21491,0.062417776,1341.42
2023-01-07,Eric Lopez,Thomas Johnson,Ford,Civic,MiniVan,2019,40683,0.081303883,3307.69
2023-01-04,Eric Lopez,Mr. Cameron Stafford PhD,Nissan,Civic,Hatchback,2020,20424,0.119927925,2449.41
2022-09-17,Eric Lopez,Candice Brown,Toyota,Civic,MiniVan,2016,46015,0.063872753,2939.1
2023-01-13,Terry Perkins MD,Jason Chambers,Chevrolet,Civic,Hatchback,2019,16433,0.087660463,1440.52
2022-12-27,Terry Perkins MD,Eric Thompson,Ford,Altima,MiniVan,2018,10496,0.131942108,1384.86
2022-08-05,Roberto Rose,Jose Gonzalez,Toyota,Corolla,Hatchback,2010,27005,0.068718393,1855.74
2022-10-08,Norma Watkins,Debra Moore,Nissan,Corolla,MiniVan,2015,37354,0.094470087,3528.84
2023-01-10,Roberto Rose,William Moody,Honda,Silverado,SUV,2020,41291,0.102468494,4231.03
2022-07-25,Roberto Rose,Joseph Day,Toyota,Corolla,MiniVan,2018,44894,0.104525004,4692.55
2022-12-31,Scott Parker,Brittany Gibbs,Ford,F-150,SUV,2012,35920,0.115984423,4166.16
2022-07-17,Scott Parker,Justin Smith,Ford,Corolla,MiniVan,2015,13070,0.077231849,1009.42
2022-05-21,Eric Lopez,Matthew Nguyen,Chevrolet,Civic,Hatchback,2014,12204,0.080683362,984.66
2022-07-21,Patrick Harris,Eric Russell,Honda,F-150,Convertible,2018,31935,0.085291089,2723.77
2022-07-18,Ashley Ramos,Ann Castro,Nissan,Altima,Hatchback,2016,49893,0.107503258,5363.66
2022-05-04,Terry Perkins MD,Steven Walters,Ford,Altima,Convertible,2019,36190,0.115496584,4179.82
2022-10-10,Ashley Brown,Emily Yang,Chevrolet,Corolla,SUV,2015,49021,0.054474589,2670.4
2023-01-12,Monica Moore MD,Taylor Santos,Chevrolet,Corolla,Hatchback,2010,11295,0.070133034,792.15
2022-10-06,Norma Watkins,Kristopher Richard,Honda,Silverado,MiniVan,2014,15144,0.104468434,1582.07
2023-01-31,Monica Moore MD,Caitlin Miller,Honda,Silverado,SUV,2012,12330,0.104355005,1286.7
2022-08-18,Eric Lopez,Walter Martin,Nissan,Silverado,SUV,2013,48499,0.107385298,5208.08
2023-02-03,Ashley Brown,Todd Wagner,Toyota,Civic,Hatchback,2021,46692,0.053553283,2500.51
2022-11-15,Norma Watkins,Benjamin Harrington DDS,Ford,F-150,Convertible,2018,45919,0.137601351,6318.52
2022-11-26,Terry Perkins MD,Heather Young,Nissan,Civic,SUV,2014,46708,0.137174393,6407.14
2022-11-26,Ashley Ramos,Michelle Miller,Toyota,Silverado,Convertible,2018,46257,0.103393349,4782.67
2022-05-03,Patrick Harris,Christopher Hansen,Honda,F-150,Sedan,2019,14720,0.111808278,1645.82
2023-01-05,Roberto Rose,Shannon Gonzalez,Honda,Altima,SUV,2020,14030,0.0881505,1236.75
2022-09-04,Norma Watkins,Michael Watts,Honda,Altima,Sedan,2022,27230,0.063990816,1742.47
2022-12-06,Norma Watkins,Morgan Macias,Ford,Civic,MiniVan,2018,20873,0.074447192,1553.94
2022-06-08,Ashley Ramos,Henry Quinn,Honda,F-150,Convertible,2021,43796,0.129561413,5674.27
2022-09-02,Ashley Brown,Adam Donaldson,Honda,Altima,MiniVan,2015,29940,0.068483806,2050.41
2022-08-05,Eric Lopez,Jeffrey Gray,Ford,Corolla,Sedan,2022,39435,0.111421588,4393.91
2022-09-29,Ashley Ramos,William Jordan,Honda,Corolla,Convertible,2013,44038,0.138167027,6084.6
2022-06-26,Patrick Harris,Amy Martin,Ford,Altima,Convertible,2011,31604,0.090262567,2852.66
2022-10-16,Eric Lopez,David Rasmussen,Honda,Civic,Convertible,2016,14918,0.103529185,1544.45
2023-02-10,Norma Watkins,Craig Moyer,Toyota,F-150,SUV,2018,11750,0.102615919,1205.74
2022-06-19,Ashley Brown,Joshua Martin,Chevrolet,Civic,MiniVan,2010,37161,0.095233321,3538.97
2022-12-24,Ashley Brown,Dale Cohen,Chevrolet,Civic,Hatchback,2013,25432,0.14293908,3635.23
2023-03-06,Roberto Rose,Krista Meyer,Nissan,Altima,Hatchback,2015,13145,0.122704253,1612.95
2023-04-30,Patrick Harris,Randy Johnson,Ford,Corolla,Sedan,2018,21797,0.086292245,1880.91
2023-01-04,Monica Moore MD,John Terry,Nissan,F-150,Convertible,2021,34498,0.111321073,3840.35
2023-03-18,Scott Parker,Megan Owens,Honda,Corolla,SUV,2020,41986,0.094419264,3964.29
2022-11-11,Ashley Ramos,Brandy Perry,Nissan,F-150,Sedan,2013,21340,0.073282038,1563.84
2023-02-04,Terry Perkins MD,Justin Wilson,Chevrolet,F-150,SUV,2019,30341,0.093818237,2846.54
2023-01-08,Eric Lopez,Christopher Hernandez,Honda,Altima,Convertible,2017,22894,0.065999893,1511
2022-05-26,Roberto Rose,Christopher Morris,Nissan,Civic,MiniVan,2016,12616,0.139859084,1764.46
2022-08-01,Ashley Brown,Jesus Davis,Toyota,Corolla,Hatchback,2017,14676,0.129554278,1901.34
2022-11-15,Eric Lopez,Raymond Miller,Ford,Corolla,Hatchback,2014,19694,0.054043077,1064.32
2023-02-08,Ashley Ramos,Teresa Perez,Ford,F-150,SUV,2010,32423,0.149176541,4836.75
2022-08-12,Roberto Rose,Samuel Boyer,Chevrolet,F-150,Hatchback,2019,48962,0.123508514,6047.22
2023-03-09,Ashley Brown,Julie Harris,Chevrolet,F-150,Sedan,2016,29172,0.064566419,1883.53
2022-09-25,Roberto Rose,Kevin Parsons,Ford,Civic,SUV,2022,41886,0.122564861,5133.75
2023-04-28,Scott Parker,Carmen Williams,Honda,Civic,Hatchback,2011,23425,0.064102362,1501.6
2022-07-19,Ashley Brown,Joshua Campbell,Ford,F-150,Hatchback,2010,14840,0.135327587,2008.26
2022-11-05,Terry Perkins MD,Leslie Peterson,Honda,Civic,Sedan,2020,13438,0.107256882,1441.32
2023-02-28,Monica Moore MD,Robert Smith,Nissan,Civic,Convertible,2010,49638,0.147292584,7311.31
2022-10-30,Patrick Harris,Joyce Schmitt,Toyota,Silverado,SUV,2020,19572,0.080629879,1578.09
2023-04-26,Scott Parker,Jamie Smith,Nissan,Silverado,SUV,2017,23175,0.110875864,2569.55
2022-12-20,Monica Moore MD,Melanie Hartman,Nissan,Civic,Hatchback,2017,34109,0.136417145,4653.05
2022-07-29,Ashley Ramos,Sarah Ramirez,Toyota,F-150,Sedan,2018,15272,0.062292024,951.32
2022-12-27,Patrick Harris,Steven Matthews,Chevrolet,Corolla,SUV,2018,23348,0.06508546,1519.62
2023-03-05,Patrick Harris,Brian Parker,Ford,Silverado,Convertible,2016,25435,0.08592383,2185.47
2022-05-16,Ashley Brown,Carolyn Griffith,Toyota,F-150,SUV,2018,41360,0.098731327,4083.53
2022-11-13,Ashley Ramos,Michael Murphy,Ford,F-150,Convertible,2010,39527,0.137719373,5443.63
2023-03-26,Terry Perkins MD,Laura Jones,Ford,Corolla,SUV,2018,10702,0.082246972,880.21
2023-03-20,Roberto Rose,Joseph Fisher,Toyota,Altima,SUV,2010,28498,0.093447932,2663.08
2022-06-24,Norma Watkins,Dr. Debbie Parker,Toyota,Silverado,Convertible,2013,23377,0.091126198,2130.26
2023-01-13,Norma Watkins,Nathan Johnson,Chevrolet,F-150,MiniVan,2016,11275,0.09420817,1062.2
2023-03-15,Monica Moore MD,Bobby Cameron,Ford,F-150,Convertible,2011,20133,0.051676222,1040.4
2023-04-19,Terry Perkins MD,Charles Malone,Nissan,Civic,Sedan,2017,45966,0.072692456,3341.38
2022-11-19,Ashley Brown,Carla Burns,Honda,Corolla,SUV,2020,26683,0.086341834,2303.86
2022-09-09,Patrick Harris,Joshua Miller,Toyota,Civic,MiniVan,2012,15862,0.114976475,1823.76
2022-08-20,Norma Watkins,Vicki Barber,Chevrolet,Civic,MiniVan,2014,19211,0.092886337,1784.44
2023-04-15,Roberto Rose,Amanda Ramirez,Honda,Corolla,Convertible,2016,17984,0.124468443,2238.44
2023-01-16,Roberto Rose,Barbara Taylor,Toyota,Corolla,SUV,2012,12097,0.143541457,1736.42
2022-10-29,Ashley Ramos,Joel Robles,Chevrolet,F-150,Sedan,2017,35872,0.055183052,1979.53
2022-12-02,Terry Perkins MD,Robert Brown,Chevrolet,Civic,Hatchback,2013,42559,0.079449275,3381.28
2022-12-04,Terry Perkins MD,Tina Key,Chevrolet,Silverado,Convertible,2019,43476,0.067093907,2916.97
2022-12-29,Scott Parker,Adam Daniels,Honda,Civic,SUV,2011,48767,0.073852884,3601.58
2022-07-09,Ashley Ramos,Bradley Todd,Honda,Altima,Sedan,2019,20234,0.13377724,2706.85
2022-10-19,Eric Lopez,Monica Suarez,Chevrolet,Silverado,Convertible,2020,16791,0.094568978,1587.91
2022-07-10,Ashley Brown,Christian Lopez,Toyota,F-150,MiniVan,2017,26711,0.129201513,3451.1
2022-11-26,Ashley Brown,Sarah Kim,Ford,Corolla,Convertible,2014,18624,0.056135199,1045.46
2022-10-11,Eric Lopez,Samantha Petersen,Nissan,Silverado,MiniVan,2016,12585,0.073907821,930.13
2022-05-08,Ashley Brown,Lawrence Kim,Toyota,Altima,MiniVan,2020,18894,0.069147074,1306.46
2022-12-18,Eric Lopez,Laurie Simon,Ford,Civic,Sedan,2019,28686,0.086316421,2476.07
2023-04-19,Patrick Harris,Cody Adams,Toyota,Altima,Sedan,2019,32775,0.141876701,4650.01
2022-07-02,Monica Moore MD,Manuel Watson,Honda,Silverado,SUV,2014,20776,0.102020157,2119.57
2023-02-19,Monica Moore MD,Johnny Gutierrez,Ford,Altima,Sedan,2021,35662,0.072610249,2589.43
2022-09-12,Ashley Brown,Joseph Hobbs,Nissan,Civic,SUV,2021,28884,0.141550268,4088.54
2022-10-20,Patrick Harris,Kent Gray,Ford,Silverado,SUV,2011,15433,0.076957162,1187.68
2022-12-01,Monica Moore MD,Jasmine Roberts,Ford,Altima,Sedan,2018,27192,0.07447721,2025.18
2023-04-24,Ashley Ramos,Jessica Peterson,Toyota,Civic,Sedan,2012,37914,0.105880092,4014.34
2022-09-15,Norma Watkins,Kimberly Reyes,Nissan,F-150,Convertible,2018,16070,0.106301818,1708.27
2023-01-29,Scott Parker,Albert Anderson,Nissan,Altima,SUV,2016,36208,0.142046047,5143.2
2022-06-11,Eric Lopez,Angela Beck,Honda,Corolla,Sedan,2013,35586,0.063836494,2271.69
2022-08-02,Patrick Harris,James Johnson,Toyota,Altima,Sedan,2022,31426,0.149614421,4701.78
2022-12-20,Patrick Harris,Ryan Pena,Honda,Altima,Sedan,2019,29073,0.050151862,1458.07
2022-09-12,Roberto Rose,Thomas Williams,Toyota,F-150,Sedan,2016,26114,0.070606097,1843.81
2023-03-10,Ashley Ramos,Sara Haynes,Nissan,F-150,Sedan,2014,38376,0.127681455,4899.9
2023-04-12,Patrick Harris,Derek Payne,Nissan,Civic,Convertible,2013,45307,0.134507069,6094.11
2022-07-02,Roberto Rose,Monica Kim,Nissan,Civic,SUV,2019,37593,0.12604868,4738.55
2022-07-09,Terry Perkins MD,Elizabeth Mejia,Nissan,Civic,MiniVan,2022,42061,0.14251397,5994.28
2022-10-10,Roberto Rose,Jon Butler,Chevrolet,F-150,Convertible,2020,28696,0.117632185,3375.57
2022-10-03,Scott Parker,April Meyer,Toyota,Corolla,SUV,2015,27586,0.13959596,3850.89
2022-06-02,Roberto Rose,Stephen Miller,Chevrolet,Civic,Convertible,2010,33560,0.14723095,4941.07
2022-10-04,Patrick Harris,Angel Cox,Ford,Altima,Hatchback,2019,23141,0.052175628,1207.4
2023-01-27,Ashley Ramos,Kimberly Adkins,Honda,F-150,Sedan,2018,41143,0.097716065,4020.33
2023-04-28,Ashley Ramos,Grace Mason,Nissan,Silverado,MiniVan,2012,26275,0.112742778,2962.32
2023-01-09,Terry Perkins MD,Jennifer Scott,Chevrolet,Civic,SUV,2014,14142,0.06325109,894.5
2022-09-04,Ashley Brown,Mrs. Amy Wilson,Nissan,F-150,Hatchback,2022,41088,0.056788911,2333.34
2022-10-21,Ashley Brown,Erik Kramer,Toyota,Civic,Convertible,2018,35515,0.129874626,4612.5
2023-01-25,Monica Moore MD,Kimberly Marquez,Chevrolet,Corolla,Convertible,2012,11372,0.12054479,1370.84
2022-06-03,Scott Parker,Rachel Ramirez,Toyota,Civic,MiniVan,2020,38716,0.056698226,2195.13
2022-08-13,Ashley Ramos,Lauren Hudson,Honda,Civic,SUV,2010,25613,0.068545251,1755.65
2023-04-12,Ashley Ramos,Mr. David Juarez,Toyota,F-150,Hatchback,2010,34536,0.145791802,5035.07
